Item ID,source,Notes,Location,Value,Inventory Date,Selected File Placeholder,Artist Name,Title,Series,Type,Date_Year,Medium,Signatures_and_Writing,Condition,Category,Size H in,Size W in,Size D in,Size Note,Size Units,Dimensions,Selected File Container,File 1 Container,File 2 Container,File 3 Container,File 4 Container,File 5 Container,Owner ID,Exhibited Data::Unique Combo,Exhibited Data::Exhibition ID MATCH FIELD,Exhibitions::Exhibition Name,Owners::Name,Duration,Filming Location
AT.P.0441,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.441.jpg,Aldo Tambellini,,Oil stick Sketchpad Destruction,,,"Acrylic, graphite, and oil stick on sketchpad paper.",,,Painting,18,24,,,in,,AT.P.441.jpg,"remote:AT.P.441.jpg
size:3264,2448
JPEG:AT.P.441_8.jpg",,,,,,,,,,,
AT.P.0442,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.442.jpg,Aldo Tambellini,,Oil stick Sketchpad Destruction,,,"Acrylic, graphite, and oil stick on sketchpad paper.",,,Painting,18,24,,,in,,AT.P.442.jpg,"remote:AT.P.442.jpg
size:3264,2448
JPEG:AT.P.442_8.jpg",,,,,,,,,,,
AT.P.0443,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.443.jpg,Aldo Tambellini,,Ribbon Sketchpad,,,Acrylic on sketchpad paper.,,,Painting,18,24,,,in,,AT.P.443.jpg,"remote:AT.P.443.jpg
size:3264,2448
JPEG:AT.P.443_8.jpg",,,,,,,,,,,
AT.P.0444,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.444.jpg,Aldo Tambellini,,Ribbon Sketchpad,,,Acrylic on sketchpad paper.,,,Painting,18,24,,,in,,AT.P.444.jpg,"remote:AT.P.444.jpg
size:3264,2448
JPEG:AT.P.444_8.jpg",,,,,,,,,,,
AT.P.0445,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.445.jpg,Aldo Tambellini,,Ribbon Sketchpad,,,Acrylic on sketchpad paper.,,,Painting,18,24,,,in,,AT.P.445.jpg,"remote:AT.P.445.jpg
size:3264,2448
JPEG:AT.P.445_8.jpg",,,,,,,,,,,
AT.P.0446,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.446.jpg,Aldo Tambellini,,Ribbon Sketchpad,,,Acrylic on sketchpad paper.,,,Painting,18,24,,,in,,AT.P.446.jpg,"remote:AT.P.446.jpg
size:3264,2448
JPEG:AT.P.446_8.jpg",,,,,,,,,,,
AT.P.0447,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.447.jpg,Aldo Tambellini,,Ribbon Sketchpad,,,Acrylic on sketchpad paper.,,,Painting,18,24,,,in,,AT.P.447.jpg,"remote:AT.P.447.jpg
size:3264,2448
JPEG:AT.P.447_8.jpg",,,,,,,,,,,
AT.P.0448,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.448.jpg,Aldo Tambellini,,Oil stick Sketchpad Destruction,,,"Acrylic, graphite, and oil stick on sketchpad paper.",,,Painting,18,24,,,in,,AT.P.448.jpg,"remote:AT.P.448.jpg
size:3264,2448
JPEG:AT.P.448_8.jpg",,,,,,,,,,,
AT.P.0449,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.449.jpg,Aldo Tambellini,,Oil stick Sketchpad Destruction,,,Oil stick on sketchpad paper.,,,Painting,18,24,,,in,,AT.P.449.jpg,"remote:AT.P.449.jpg
size:3264,2448
JPEG:AT.P.449_8.jpg",,,,,,,,,,,
AT.P.0452,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.452.jpg,Aldo Tambellini,,Oil stick Sketchpad Destruction,,,"Acrylic, graphite, and oil stick on sketchpad paper.",,,Painting,18,24,,,in,,AT.P.452.jpg,"remote:AT.P.452.jpg
size:3264,2448
JPEG:AT.P.452_8.jpg",,,,,,,,,,,
AT.P.0454,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.454.jpg,Aldo Tambellini,,Oil stick Sketchpad Destruction,,,"Acrylic, graphite, and oil stick on sketchpad paper.",,,Painting,18,24,,,in,,AT.P.454.jpg,"remote:AT.P.454.jpg
size:3264,2448
JPEG:AT.P.454_8.jpg",,,,,,,,,,,
AT.P.0455,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.455.jpg,Aldo Tambellini,,Oil stick Sketchpad Destruction,,,"Acrylic, graphite, and oil stick on sketchpad paper.",,,Painting,18,24,,,in,,AT.P.455.jpg,"remote:AT.P.455.jpg
size:3264,2448
JPEG:AT.P.455_8.jpg",,,,,,,,,,,
AT.P.0457,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.457.jpg,Aldo Tambellini,,Oil stick Sketchpad Destruction,,,"Acrylic, graphite, and oil stick on sketchpad paper.",,,Painting,18,24,,,in,,AT.P.457.jpg,"remote:AT.P.457.jpg
size:3264,2448
JPEG:AT.P.457_8.jpg",,,,,,,,,,,
AT.P.0458,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.458.jpg,Aldo Tambellini,,Oil stick Sketchpad Destruction,,,"Acrylic, graphite, and oil stick on sketchpad paper.","Verso: LR: ""Jun 6 89""",,Painting,18,24,,,in,,AT.P.458.jpg,"remote:AT.P.458.jpg
size:3264,2448
JPEG:AT.P.458_8.jpg",,,,,,,,,,,
AT.P.0459,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.459.jpg,Aldo Tambellini,,Oil stick Sketchpad Destruction,,,"Acrylic, graphite, and oil stick on sketchpad paper.",,,Painting,18,24,,,in,,AT.P.459.jpg,"remote:AT.P.459.jpg
size:3264,2448
JPEG:AT.P.459_8.jpg",,,,,,,,,,,
AT.P.0460,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.460.jpg,Aldo Tambellini,,Oil stick Sketchpad Destruction ,,,"Acrylic, graphite, and oil stick on sketchpad paper.",,,Painting,18,24,,,in,,AT.P.460.jpg,"remote:AT.P.460.jpg
size:3264,2448
JPEG:AT.P.460_8.jpg",,,,,,,,,,,
AT.P.0461,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.461.jpg,Aldo Tambellini,,Oil stick Sketchpad Destruction ,,,"Acrylic, graphite, and oil stick on sketchpad paper.",,,Painting,18,24,,,in,,AT.P.461.jpg,"remote:AT.P.461.jpg
size:3264,2448
JPEG:AT.P.461_8.jpg",,,,,,,,,,,
AT.P.0462,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.462.jpg,Aldo Tambellini,,Oil stick Sketchpad Destruction ,,,"Acrylic, graphite, and oil stick on sketchpad paper.",,,Painting,18,24,,,in,,AT.P.462.jpg,"remote:AT.P.462.jpg
size:3264,2448
JPEG:AT.P.462_8.jpg",,,,,,,,,,,
AT.P.0463,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.463.jpg,Aldo Tambellini,,Oil stick Sketchpad Destruction ,,,"Acrylic, graphite, and oil stick on sketchpad paper.",,,Painting,18,24,,,in,,AT.P.463.jpg,"remote:AT.P.463.jpg
size:3264,2448
JPEG:AT.P.463_8.jpg",,,,,,,,,,,
AT.P.0464 A/B,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.464B.jpg,Aldo Tambellini,,Oil stick Sketchpad Destruction ,,,"Acrylic, graphite, and oil stick on sketchpad paper.",,,Painting,18,24,,,in,,AT.P.464B.jpg,"remote:AT.P.464.jpg
size:3264,2448
JPEG:AT.P.464_8.jpg","remote:AT.P.464B.jpg
size:3264,2448
JPEG:AT.P.464B_8.jpg",,,,,,,,,,
AT.P.0465,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.465.jpg,Aldo Tambellini,,Oil stick Sketchpad Destruction ,,,"Acrylic, graphite, and oil stick on sketchpad paper.",,,Painting,18,24,,,in,,AT.P.465.jpg,"remote:AT.P.465.jpg
size:3264,2448
JPEG:AT.P.465_8.jpg",,,,,,,,,,,
AT.P.0466,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.466.jpg,Aldo Tambellini,,Oil stick Sketchpad Destruction ,,,"Acrylic, graphite, and oil stick on sketchpad paper.",,,Painting,18,24,,,in,,AT.P.466.jpg,"remote:AT.P.466.jpg
size:3264,2448
JPEG:AT.P.466_8.jpg",,,,,,,,,,,
AT.P.0467,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.467.jpg,Aldo Tambellini,,Oilstick Sketchpad Destruction ,,,"Acrylic, graphite, and oil stick on sketchpad paper.",,,Painting,18,24,,,in,,AT.P.467.jpg,"remote:AT.P.467.jpg
size:3264,2448
JPEG:AT.P.467_8.jpg",,,,,,,,,,,
AT.P.0468,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.468.jpg,Aldo Tambellini,,Sketchpad Destruction,,,Acrylic on sketchpad paper.,,,Painting,18,24,,,in,,AT.P.468.jpg,"remote:AT.P.468.jpg
size:3264,2448
JPEG:AT.P.468_8.jpg",,,,,,,,,,,
AT.P.0469,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.469.jpg,Aldo Tambellini,,Sketchpad Destruction,,,Acrylic on sketchpad paper.,,,Painting,18,24,,,in,,AT.P.469.jpg,"remote:AT.P.469.jpg
size:3264,2448
JPEG:AT.P.469_8.jpg",,,,,,,,,,,
AT.P.0470,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.470.jpg,Aldo Tambellini,,Sketchpad Destruction,,,Acrylic on sketchpad paper.,,,Painting,18,24,,,in,,AT.P.470.jpg,"remote:AT.P.470.jpg
size:3264,2448
JPEG:AT.P.470_8.jpg",,,,,,,,,,,
AT.P.0471,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.471.jpg,Aldo Tambellini,,Sketchpad Destruction,,,Acrylic on sketchpad paper.,,,Painting,18,24,,,in,,AT.P.471.jpg,"remote:AT.P.471.jpg
size:3264,2448
JPEG:AT.P.471_8.jpg",,,,,,,,,,,
AT.P.0472,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.472.jpg,Aldo Tambellini,,Sketchpad Destruction,,,Acrylic on sketchpad paper.,,,Painting,18,24,,,in,,AT.P.472.jpg,"remote:AT.P.472.jpg
size:3264,2448
JPEG:AT.P.472_8.jpg",,,,,,,,,,,
AT.P.0473,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.473.jpg,Aldo Tambellini,,Sketchpad Destruction,,,Acrylic on sketchpad paper.,,,Painting,18,24,,,in,,AT.P.473.jpg,"remote:AT.P.473.jpg
size:3264,2448
JPEG:AT.P.473_8.jpg",,,,,,,,,,,
AT.P.0474,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.474.jpg,Aldo Tambellini,,Sketchpad Destruction,,,Acrylic on sketchpad paper.,,,Painting,18,24,,,in,,AT.P.474.jpg,"remote:AT.P.474.jpg
size:3264,2448
JPEG:AT.P.474_8.jpg",,,,,,,,,,,
AT.P.0475,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.475.jpg,Aldo Tambellini,,Sketchpad Destruction,,,Acrylic on sketchpad paper.,,,Painting,18,24,,,in,,AT.P.475.jpg,"remote:AT.P.475.jpg
size:3264,2448
JPEG:AT.P.475_8.jpg",,,,,,,,,,,
AT.P.0476,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.476.jpg,Aldo Tambellini,,Sketchpad Destruction,,,Acrylic on sketchpad paper.,,,Painting,18,24,,,in,,AT.P.476.jpg,"remote:AT.P.476.jpg
size:3264,2448
JPEG:AT.P.476_8.jpg",,,,,,,,,,,
AT.P.0477,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.477.jpg,Aldo Tambellini,,Sketchpad Destruction,,,Acrylic on sketchpad paper.,,,Painting,18,24,,,in,,AT.P.477.jpg,"remote:AT.P.477.jpg
size:3264,2448
JPEG:AT.P.477_8.jpg",,,,,,,,,,,
AT.P.0478,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.478.jpg,Aldo Tambellini,,Sketchpad Destruction,,,Acrylic on sketchpad paper.,,,Painting,18,24,,,in,,AT.P.478.jpg,"remote:AT.P.478.jpg
size:3264,2448
JPEG:AT.P.478_8.jpg",,,,,,,,,,,
AT.P.0479,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.479.jpg,Aldo Tambellini,,Sketchpad Destruction,,,Acrylic on sketchpad paper.,,,Painting,18,24,,,in,,AT.P.479.jpg,"remote:AT.P.479.jpg
size:3264,2448
JPEG:AT.P.479_8.jpg",,,,,,,,,,,
AT.P.0480,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.480.jpg,Aldo Tambellini,,Sketchpad Destruction,,,Acrylic on sketchpad paper.,,,Painting,18,24,,,in,,AT.P.480.jpg,"remote:AT.P.480.jpg
size:3264,2448
JPEG:AT.P.480_8.jpg",,,,,,,,,,,
AT.P.0481,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.481.jpg,Aldo Tambellini,,Scraped Destruction Sketchpad ,,,Acrylic on sketchpad paper.,,,Painting,18,24,,,in,,AT.P.481.jpg,"remote:AT.P.481.jpg
size:3264,2448
JPEG:AT.P.481_8.jpg",,,,,,,,,,,
AT.P.0482,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.482.jpg,Aldo Tambellini,,Scraped Destruction Sketchpad ,,,Acrylic on sketchpad paper.,,,Painting,18,24,,,in,,AT.P.482.jpg,"remote:AT.P.482.jpg
size:3264,2448
JPEG:AT.P.482_8.jpg",,,,,,,,,,,
AT.P.0483,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.483.jpg,Aldo Tambellini,,Scraped Destruction Sketchpad ,,,Acrylic on sketchpad paper.,,,Painting,18,24,,,in,,AT.P.483.jpg,"remote:AT.P.483.jpg
size:3264,2448
JPEG:AT.P.483_8.jpg",,,,,,,,,,,
AT.P.0484,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.484.jpg,Aldo Tambellini,,Scraped Destruction Sketchpad ,,,Acrylic on sketchpad paper.,,,Painting,18,24,,,in,,AT.P.484.jpg,"remote:AT.P.484.jpg
size:3264,2448
JPEG:AT.P.484_8.jpg",,,,,,,,,,,
AT.P.0485,Aldo foundation,,"Rack 12, Shelf 2, Stack 2",,07/13/2013,AT.P.485.jpg,Aldo Tambellini,The Screw,,,,Acrylic and graphite on sktechpad paper,"Recto: LR: ""Aldo Tambellini""",,Painting,18,24,,,in,,AT.P.485.jpg,"remote:AT.P.485.jpg
size:2448,3264
JPEG:AT.P.485_8.jpg",,,,,,,,,,,
AT.P.0663,Aldo foundation,,"Rack 15, Shelf 2",,12/17/2014,AT.P.663.jpg,Aldo Tambellini,,,,,Acrylic and paper,"LR: ""Aldo Tambellini 1962 // Verso: 1393",,Painting,15.5,21.5,,,in,,AT.P.663.jpg,"remote:AT.P.663.jpg
size:2960,2232
JPEG:AT.P.663_8.jpg",,,,,,,,,,,
AT.P.0664,Aldo foundation,,"Rack 15, Shelf 2",,12/17/2014,AT.P.664.jpg,Aldo Tambellini,,,,,Acrylic and paper,"LR: ""Aldo Tambellini 1962 // Verso: 1395""",,Painting,15.5,21.5,,,in,,AT.P.664.jpg,"remote:AT.P.664.jpg
size:3089,2265
JPEG:AT.P.664_8.jpg",,,,,,,,,,,
AT.P.0665,Aldo foundation,,"Rack 15, Shelf 2",,12/17/2014,AT.P.665.jpg,Aldo Tambellini,,,,,Acrylic and paper,"LR: ""Aldo Tambellini 1962 // Verso: 1394",,Painting,15.5,21.5,,,in,,AT.P.665.jpg,"remote:AT.P.665.jpg
size:2579,1826
JPEG:AT.P.665_8.jpg",,,,,,,,,,,
AT.P.0666,Aldo foundation,,"Rack 15, Shelf 2",,12/17/2014,AT.P.666.jpg,Aldo Tambellini,,,,,Acrylic and paper,"LR ""Aldo Tambellini 1962"" // Verso: 1392",,Painting,15.5,21.5,,,in,,AT.P.666.jpg,"remote:AT.P.666.jpg
size:2665,2008
JPEG:AT.P.666_8.jpg",,,,,,,,,,,
AT.P.0667,Aldo foundation,,"Rack 15, Shelf 2",,12/17/2014,No Picture Selected,Aldo Tambellini,,,,,Acrylic and paper,"LR ""Aldo Tambellini 1962"" // Verso: 1388",,Painting,15.5,21.5,,,in,,,,,,,,,,,,,,
AT.P.0668,Aldo foundation,,"Rack 15, Shelf 2",,12/17/2014,No Picture Selected,Aldo Tambellini,,,,,Acrylic on paper,"Verso: ""1389""",,Painting,21.75,16,,,in,,,,,,,,,,,,,,
AT.P.0669,Aldo foundation,,"Rack 15, Shelf 2",,12/17/2014,No Picture Selected,Aldo Tambellini,,,,,Acrylic on paper,"Verso: ""1387""",,Painting,21.75,16,,,in,,,,,,,,,,,,,,
AT.P.0670,Aldo foundation,,"Rack 15, Shelf 2",,12/17/2014,No Picture Selected,Aldo Tambellini,Scultpture Design,,,,"Acrylic, paper, and pencil on paper","C: ""The tension created by elements - fire and water - compresion - expansion."" LR: ""Feb 21/ 64 // Aldo Tambellini"" Verso: 2369",,Painting,23,35,,,in,,,,,,,,,,,,,,
AT.P.0671,Aldo foundation,,Rack 15 shelf 2,,12/17/2014,No Picture Selected,Aldo Tambellini,,,,,Acrylic and paper,"LR: ""Aldo Tambellini // April 13 64"" // Verso LL: 2207",,Painting,17.5,22.5,,,in,,,,,,,,,,,,,,
AT.P.0672,Aldo foundation,,Rack 15 Shelf 2,,12/17/2014,No Picture Selected,Aldo Tambellini,,,,,Acrylic and paper,"LR: ""Aldo Tambellini // April 18 64""",,Painting,17.5,22.5,,,in,,,,,,,,,,,,,,
AT.P.0673,Aldo foundation,,rack 15 shelf 2,,12/17/2014,AT.P.673.jpg,Aldo Tambellini,,,,,Acrylic and paper,LR: Painted over signature,,Painting,17.5,22.5,,,in,,AT.P.673.jpg,"remote:AT.P.673.jpg
size:2655,2437
JPEG:AT.P.673_8.jpg",,,,,,,,,,,
AT.P.0674,Aldo foundation,,rack 15 shelf 2,,12/17/2014,No Picture Selected,Aldo Tambellini,,,,,Acrylic and paper,Verso: 2188,,Painting,17.5,22.5,,,in,,,,,,,,,,,,,,
AT.P.0675,Aldo foundation,,rack 15 shelf 2,,12/17/2014,No Picture Selected,Aldo Tambellini,,,,,Acrylic and paper,"LR: ""April 18/ 64"" // Verso: 2186",,Painting,17.5,22.5,,,in,,,,,,,,,,,,,,
AT.P.0676,Aldo foundation,,rack 15 shelf 2,,12/17/2014,No Picture Selected,Aldo Tambellini,Ink Painting,,,,Japenese Pen & India Ink on Paper,"LR: Sept 16 // ""I"" //"" AT 63""",,Painting,19,18.75,,,in,,,,,,,,,,,,,,
AT.P.0677,Aldo foundation,,rack 15 shelf 2,,12/17/2014,No Picture Selected,Aldo Tambellini,Ink Painting,,,,Japenese Pen & India Ink on Paper,"LR: ""Sept 16 // ""II"" // AT 63""",,Painting,19,18.75,,,in,,,,,,,,,,,,,,
AT.P.0678,Aldo foundation,,rack 15 shelf 2,,12/17/2014,No Picture Selected,Aldo Tambellini,Ink Painting,,,,Japenese Pen & India Ink on Paper,"LR: ""III Sept 16 // AT 63""",,Painting,19,18.75,,,in,,,,,,,,,,,,,,
AT.P.0679,Aldo foundation,,rack 15 shelf 2,,12/17/2014,No Picture Selected,Aldo Tambellini,Ink Painting,,,,Japenese Pen & India Ink on Paper,"LR: ""'I' 63 // AT Sept 16",,Painting,19,18.75,,,in,,,,,,,,,,,,,,
AT.P.0680,Aldo foundation,,rack 15 shelf 2,,12/17/2014,No Picture Selected,Aldo Tambellini,Ink Painting,,,,Japenese Pen & India Ink on Paper,"LR: ""'II' Sept 16 // AT 63""",,Painting,19,18.75,,,in,,,,,,,,,,,,,,
AT.P.0681,Aldo foundation,,rack 15 shelf 2,,12/17/2014,No Picture Selected,Aldo Tambellini,Ink Painting,,,,Japenese Pen & India Ink on Paper,Verso: Sept 16 63 ,Tear Lower Mid Center,Painting,19,18.75,,,in,,,,,,,,,,,,,,
AT.P.0682,Aldo foundation,,,,12/17/2014,No Picture Selected,Aldo Tambellini,Ink Painting,,,,Japenese Pen & India Ink on Paper,"LR: ""'I' Sept 15/ 63 // AT""",,Painting,19,18.75,,,in,,,,,,,,,,,,,,
AT.P.0683,Aldo foundation,,rack 15 shelf 2,,12/17/2014,No Picture Selected,Aldo Tambellini,Ink Painting,,,,Japenese Pen & India Ink on Paper,"LR: ""'I' Sept 15/ 63 // AT""",,Painting,19,18.75,,,in,,,,,,,,,,,,,,
AT.P.0684,Aldo foundation,,rack 15 shelf 2,,12/17/2014,No Picture Selected,Aldo Tambellini,Ink Painting,,,,Japenese Pen & India Ink on Paper,"LR: ""II AT. Sept 15 63""",,Painting,19,18.75,,,in,,,,,,,,,,,,,,
AT.P.0685,Aldo foundation,,rack 15 shelf 2,,12/17/2014,No Picture Selected,Aldo Tambellini,Ink Painting,,,,Japenese Pen & India Ink on Paper,"LR: ""'II' Sept 15 AT 63""",,Painting,19,18.75,,,in,,,,,,,,,,,,,,
AT.P.0686,Aldo foundation,,rack 15 shelf 2,,12/17/2014,No Picture Selected,Aldo Tambellini,Ink Painting,,,,Japenese Pen & India Ink on Paper,"LR: ""'III' AT. 63."" Verso Sept 15 63",,Painting,19,18.75,,,in,,,,,,,,,,,,,,
AT.P.0687,Aldo foundation,,rack 15 shelf 2,,12/17/2014,No Picture Selected,Aldo Tambellini,Ink Painting,,,,Japenese Pen & India Ink on Paper,"LR: ""'III' Sept 15 63""",,Painting,19,18.75,,,in,,,,,,,,,,,,,,
AT.P.0688,Aldo foundation,,rack 15 shelf 2,,12/17/2014,No Picture Selected,Aldo Tambellini,Ink Painting,,,,Japenese Pen & India Ink on Paper,"LR: ""'IV' Sept 15 63""",2 Tears RC,Painting,19,18.75,,,in,,,,,,,,,,,,,,
AT.P.0689,Aldo foundation,,rack 15 shelf 2,,12/17/2014,No Picture Selected,Aldo Tambellini,Ink Painting,,,,Japenese Pen & India Ink on Paper,"LR: ""'V' Sept 15 // AT 63""",,Painting,19,18.75,,,in,,,,,,,,,,,,,,
AT.P.0690,Aldo foundation,,rack 15 shelf 2,,12/17/2014,No Picture Selected,Aldo Tambellini,Ink Painting,,,,Japenese Pen & India Ink on Paper,"LR: ""VI Sept 15 // AT 63""",,Painting,19,18.75,,,in,,,,,,,,,,,,,,
AT.P.0691,Aldo foundation,,,,12/17/2014,No Picture Selected,Aldo Tambellini,Sculpture Sketch,,,,Acrylic on paper,"LL: ""I"" LR: "" 9 - 9 - 62 "" Verso 2036",,Painting,19,18.75,,,in,,,,,,,,,,,,,,
AT.P.0692,Aldo foundation,,,,12/17/2014,No Picture Selected,Aldo Tambellini,Sculpture Sketch,,,,Acrylic on paper,"LL: ""III"" LR: ""9 - 9 - 62""",,Painting,24,18.75,,,in,,,,,,,,,,,,,,
AT.P.1001,Aldo foundation,2232,"Rack 15, Shelf 1",,12/08/2014,AT.P.1001.jpg,Aldo Tambellini,,,,n.d.,Duco on paper,,,Painting,26,26,,,in,,AT.P.1001.jpg,"remote:AT.P.1001.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1001_8.jpg",,,,,,,,,,,
AT.P.1002,Aldo foundation,2368,"Rack 15, Shelf 1",,12/08/2014,AT.P.1002.jpg,Aldo Tambellini,,,,n.d.,Duco on paper,,,Painting,23,26.75,,,in,,AT.P.1002.jpg,"remote:AT.P.1002.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1002_8.jpg",,,,,,,,,,,
AT.P.1003,Aldo foundation,2347,"Rack 15, Shelf 1",,12/08/2014,AT.P.1003.jpg,Aldo Tambellini,,,,n.d.,Duco on paper,,,Painting,26,26,,,in,,AT.P.1003.jpg,"remote:AT.P.1003.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1003_8.jpg",,,,,,,,,,,
AT.P.1004,Aldo foundation,2332,"Rack 15, Shelf 1",,12/08/2014,AT.P.1004.jpg,Aldo Tambellini,,,,n.d.,Duco on paper,,,Painting,26,26,,,in,,AT.P.1004.jpg,"remote:AT.P.1004.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1004_8.jpg",,,,,,,,,,,
AT.P.1005,Aldo foundation,2205,"Rack 15, Shelf 1",,12/08/2014,AT.P.1005.jpg,Aldo Tambellini,,,,n.d.,Duco and sand on paper,,,Painting,26,26,,,in,,AT.P.1005.jpg,"remote:AT.P.1005.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1005_8.jpg",,,,,,,,,,,
AT.P.1006,Aldo foundation,2234,"Rack 15, Shelf 1",,12/08/2014,AT.P.1006.jpg,Aldo Tambellini,,,,n.d.,Duco and sand on paper,,,Painting,26,26,,,in,,AT.P.1006.jpg,"remote:AT.P.1006.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1006_8.jpg",,,,,,,,,,,
AT.P.1007,Aldo foundation,2185,"Rack 15, Shelf 1",,12/08/2014,AT.P.1007.jpg,Aldo Tambellini,,,,n.d.,Duco on paper,,,Painting,17.5,22.5,,,in,,AT.P.1007.jpg,"remote:AT.P.1007.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1007_8.jpg",,,,,,,,,,,
AT.P.1008,Aldo foundation,"""Oct 1'62 II"" on verso","Rack 15, Shelf 1",,12/08/2014,AT.P.1008.jpg,Aldo Tambellini,,,,1962 [1963],Duco on paper,,,Painting,20,20,,,in,,AT.P.1008.jpg,"remote:AT.P.1008.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1008_8.jpg",,,,,,,,,,,
AT.P.1009,Aldo foundation,"""Oct 1'63 I"" on verso","Rack 15, Shelf 1",,12/08/2014,AT.P.1009.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,20,20,,,in,,AT.P.1009.jpg,"remote:AT.P.1009.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1009_8.jpg",,,,,,,,,,,
AT.P.1010,Aldo foundation,"""April 18/64"", 1334 on verso","Rack 15, Shelf 1",,12/08/2014,AT.P.1010.jpg,Aldo Tambellini,,,,1964,Duco and sand on paper,,,Painting,17.5,22.5,,,in,,AT.P.1010.jpg,"remote:AT.P.1010.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1010_8.jpg",,,,,,,,,,,
AT.P.1011,Aldo foundation,"""April 18/64"" on recto, 2182 on verso","Rack 15, Shelf 1",,12/08/2014,AT.P.1011.jpg,Aldo Tambellini,,,,1964,Duco on paper,A. Tambellini,,Painting,20,26,,,in,,AT.P.1011.jpg,"remote:AT.P.1011.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1011_8.jpg",,,,,,,,,,,
AT.P.1012,Aldo foundation,"""AT Oct 1/63 / III"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1012.jpg,Aldo Tambellini,,,,1963,Duco on paper,AT,,Painting,23,23,,,in,,AT.P.1012.jpg,"remote:AT.P.1012.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1012_8.jpg",,,,,,,,,,,
